msg_id,channel,received_at,sender_name,sender_email,subject,body,address_in_msg,county_in_msg,listing_in_msg,bucket,expected_topic,expected_urgency,expected_owner
EM-0777,email,2026-04-21T00:06:00Z,Emily Patel,emily.patel5@example-mail.test,Document request,Lender needs proof of homeowners insurance by end of day.,"7081 Oak Ave, Cumming, GA",Forsyth,,buy_sell,document,P1,Noa
EM-0778,email,2026-04-23T20:23:00Z,Definitely Not A Scam,win783@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0779,email,2026-04-29T10:31:00Z,Daniel Patel,daniel.patel97@yahoo.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0780,email,2026-05-09T01:05:00Z,Marco Martinez,marco.martinez88@icloud.com,Document request,Lender needs proof of homeowners insurance by end of day.,"6571 Maple Dr, Brookhaven, GA",DeKalb,,buy_sell,document,P1,Noa
EM-0781,email,2026-03-23T08:46:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0782,email,2026-03-31T13:25:00Z,Aaron Cohen,aaron.cohen59@yahoo.com,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"1026 Pine Rd, Smyrna, GA",Cobb,,buy_sell,deal,P0,Nathalie
EM-0783,email,2026-05-03T08:21:00Z,Linda Romano,linda.romano8@icloud.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0784,email,2026-03-22T21:24:00Z,Brian Khan,brian.khan90@outlook.com,Contract / signature needed,"Need your signature on the addendum for 8816 Birch Ct, Duluth, GA before 5pm.","8816 Birch Ct, Duluth, GA",Gwinnett,,buy_sell,contract,P1,Noa
EM-0785,email,2026-03-29T07:08:00Z,Anna Nguyen,anna.nguyen76@example-mail.test,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"4604 Sycamore Blvd, Woodstock, GA",Cherokee,,buy_sell,buyer_lead,P1,Fabi
EM-0786,email,2026-04-29T09:59:00Z,Ben Garcia,ben.garcia84@example-mail.test,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 3092 Oak Ave, Canton, GA","3092 Oak Ave, Canton, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0787,email,2026-03-20T19:39:00Z,Aisha Adams,aisha.adams72@gmail.com,Selling our home,Considering listing the property in Fulton - can we schedule a CMA?,"3502 Riverbend Way, Atlanta, GA",Fulton,,buy_sell,seller_lead,P2,Nathalie
EM-0788,email,2026-05-07T23:55:00Z,Linda Khan,linda.khan83@yahoo.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"2337 Birch Ct, Atlanta, GA",Fulton,,buy_sell,contract,P2,Noa
EM-0789,email,2026-05-07T19:11:00Z,Mike Romano,mike.romano31@yahoo.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 4701 Pine Rd, Kennesaw, GA","4701 Pine Rd, Kennesaw, GA",Cobb,,rent_manage,tenant_issue,P0,Nathalie
EM-0790,email,2026-03-26T21:03:00Z,Aaron Cohen,aaron.cohen81@yahoo.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"5234 Oak Ave, Roswell, GA",Fulton,,buy_sell,buyer_lead,P1,Nathalie
EM-0791,email,2026-03-20T23:47:00Z,John Singh,john.singh5@outlook.com,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"7152 Peachtree St, Brookhaven, GA",DeKalb,,buy_sell,deal,P0,Nathalie
EM-0792,email,2026-04-11T05:36:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0793,email,2026-05-12T22:48:00Z,Tom Patel,tom.patel69@gmail.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0794,email,2026-05-04T20:32:00Z,Olivia Park,olivia.park54@gmail.com,Offer / deal update,"Counter-offer received on 4587 Sycamore Blvd, Canton, GA - they want 5k more. What do you think?","4587 Sycamore Blvd, Canton, GA",Cherokee,,buy_sell,deal,P1,Nathalie
EM-0795,email,2026-04-17T12:01:00Z,Lisa Park,lisa.park10@example-mail.test,Question about your listing,"Our offer on 8341 Oak Ave, Cumming, GA expires at 5pm today, can you confirm acceptance??","8341 Oak Ave, Cumming, GA",Forsyth,,buy_sell,buyer_lead,P0,Fabi
EM-0796,email,2026-04-21T16:16:00Z,Sam Romano,sam.romano87@example-mail.test,Showing time change,"I'm at 5541 Riverbend Way, Atlanta, GA but the door is locked. Are you on the way?","5541 Riverbend Way, Atlanta, GA",Fulton,,buy_sell,showing,P1,Nathalie
EM-0797,email,2026-05-10T19:23:00Z,Hannah Miller,hannah.miller87@example-mail.test,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","6290 Maple Dr, Dunwoody, GA",DeKalb,,rent_manage,admin,P3,Noa
EM-0798,email,2026-04-26T07:01:00Z,Jorge Singh,jorge.singh83@example-mail.test,Urgent - apartment issue,"AC stopped cooling at 6560 Cedar Trail, Roswell, GA. Indoor temp is 84F.","6560 Cedar Trail, Roswell, GA",Fulton,,rent_manage,tenant_issue,P1,Nathalie
EM-0799,email,2026-04-11T20:53:00Z,Kate Adams,kate.adams91@icloud.com,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"1590 Pine Rd, Marietta, GA",Cobb,,rent_manage,maintenance,P2,Noa
EM-0800,email,2026-05-16T12:26:00Z,Ryan Miller,ryan.miller25@yahoo.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0801,email,2026-05-08T12:55:00Z,Ethan Romano,ethan.romano43@icloud.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0802,email,2026-03-18T15:14:00Z,David Romano,david.romano93@gmail.com,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0803,email,2026-04-28T20:51:00Z,Priya Khan,priya.khan3@icloud.com,Contract / signature needed,"Need your signature on the addendum for 4009 Cedar Trail, Cumming, GA before 5pm.","4009 Cedar Trail, Cumming, GA",Forsyth,,buy_sell,contract,P1,Noa
EM-0804,email,2026-04-23T03:31:00Z,Emily Davis,emily.davis8@example-mail.test,Showing time change,"Running 15 min late to the showing at 6441 Cedar Trail, Duluth, GA, please tell the agent.","6441 Cedar Trail, Duluth, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0805,email,2026-03-23T15:27:00Z,Anna Miller,anna.miller57@example-mail.test,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"3350 Peachtree St, Lawrenceville, GA",Gwinnett,,buy_sell,buyer_lead,P1,Fabi
EM-0806,email,2026-03-25T02:28:00Z,Linda Davis,linda.davis52@gmail.com,Contract / signature needed,"Need to renew the lease at 1047 Willow Pkwy, Brookhaven, GA. Can you send the renewal terms?","1047 Willow Pkwy, Brookhaven, GA",DeKalb,,rent_manage,contract,P2,Noa
EM-0807,email,2026-03-22T02:35:00Z,Sam Levi,sam.levi90@gmail.com,Admin / paperwork,"Insurance renewal for 7192 Birch Ct, Cumming, GA is due next month.","7192 Birch Ct, Cumming, GA",Forsyth,,rent_manage,admin,P3,Noa
EM-0808,email,2026-03-20T01:41:00Z,Mike Garcia,mike.garcia9@icloud.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 5059 Oak Ave, Kennesaw, GA!!","5059 Oak Ave, Kennesaw, GA",Cobb,,rent_manage,tenant_issue,P0,Nathalie
EM-0809,email,2026-05-13T03:16:00Z,Emily Patel,emily.patel36@yahoo.com,Showing time change,"Running 15 min late to the showing at 5137 Birch Ct, Dunwoody, GA, please tell the agent.","5137 Birch Ct, Dunwoody, GA",DeKalb,,buy_sell,showing,P1,Nathalie
EM-0810,email,2026-04-03T12:09:00Z,David Levi,david.levi13@icloud.com,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"5353 Cedar Trail, Smyrna, GA",Cobb,,buy_sell,deal,P0,Nathalie
EM-0811,email,2026-04-20T18:52:00Z,Pavel Bell,pavel.bell3@outlook.com,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"8656 Maple Dr, Woodstock, GA",Cherokee,,buy_sell,deal,P0,Nathalie
EM-0812,email,2026-04-12T02:39:00Z,Kate Martinez,kate.martinez59@outlook.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 350 Magnolia Ln, Woodstock, GA","350 Magnolia Ln, Woodstock, GA",Cherokee,,rent_manage,tenant_issue,P2,Nathalie
EM-0813,email,2026-04-10T17:16:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0814,email,2026-05-06T00:25:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0815,email,2026-05-16T00:53:00Z,Ethan Martinez,ethan.martinez38@example-mail.test,Question about your listing,"Hi, I saw the listing at 9672 Magnolia Ln, Sandy Springs, GA. Is it still available? I'd love a tour this weekend.","9672 Magnolia Ln, Sandy Springs, GA",Fulton,,buy_sell,buyer_lead,P2,Nathalie
EM-0816,email,2026-03-24T22:19:00Z,Brian Levi,brian.levi74@outlook.com,Calendar question,"Can we set up a walkthrough next Tuesday for the move-out at 1584 Pine Rd, Brookhaven, GA?","1584 Pine Rd, Brookhaven, GA",DeKalb,,rent_manage,scheduling,P2,Noa
EM-0817,email,2026-05-01T21:12:00Z,Lisa Bell,lisa.bell65@gmail.com,Hey :),Dentist appointment confirmed for Tuesday 2pm.,,,,non_business,personal,P3,ARCHIVE
EM-0818,email,2026-03-18T15:31:00Z,Pavel Rodriguez,pavel.rodriguez53@icloud.com,Question about your listing,"Our offer on 9335 Birch Ct, Sandy Springs, GA expires at 5pm today, can you confirm acceptance??","9335 Birch Ct, Sandy Springs, GA",Fulton,,buy_sell,buyer_lead,P0,Nathalie
EM-0819,email,2026-04-09T23:15:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Atlanta Realtors Network: invitation to our May mixer.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0820,email,2026-04-03T18:46:00Z,Sara Davis,sara.davis71@example-mail.test,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"5563 Maple Dr, Cumming, GA",Forsyth,,buy_sell,deal,P1,Nathalie
EM-0821,email,2026-05-16T09:32:00Z,Definitely Not A Scam,win553@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0822,email,2026-04-17T21:26:00Z,Definitely Not A Scam,win680@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0823,email,2026-04-04T07:36:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0824,email,2026-03-30T09:46:00Z,Definitely Not A Scam,win717@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0825,email,2026-04-04T08:52:00Z,Tom Cohen,tom.cohen97@outlook.com,Urgent - apartment issue,"Gas leak smell in the apartment, I called 911. 5274 Willow Pkwy, Woodstock, GA","5274 Willow Pkwy, Woodstock, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0826,email,2026-04-04T18:51:00Z,Olivia Cohen,olivia.cohen55@outlook.com,Offer / deal update,"Counter-offer received on 2957 Oak Ave, Kennesaw, GA - they want 5k more. What do you think?","2957 Oak Ave, Kennesaw, GA",Cobb,,buy_sell,deal,P1,Nathalie
EM-0827,email,2026-04-27T02:09:00Z,Ryan Bell,ryan.bell78@icloud.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0828,email,2026-04-03T13:41:00Z,Definitely Not A Scam,win867@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0829,email,2026-03-31T22:05:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0830,email,2026-05-13T15:59:00Z,Ryan Garcia,ryan.garcia40@gmail.com,Contract / signature needed,"Need your signature on the addendum for 5973 Birch Ct, Sandy Springs, GA before 5pm.","5973 Birch Ct, Sandy Springs, GA",Fulton,,buy_sell,contract,P1,Noa
EM-0831,email,2026-03-31T22:35:00Z,Definitely Not A Scam,win226@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0832,email,2026-05-09T17:51:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0833,email,2026-04-22T01:42:00Z,Jorge Rodriguez,jorge.rodriguez83@example-mail.test,Admin / paperwork,"Insurance renewal for 8041 Magnolia Ln, Cumming, GA is due next month.","8041 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,admin,P3,Noa
EM-0834,email,2026-04-09T05:37:00Z,Pavel Khan,pavel.khan21@outlook.com,Question about your listing,"Our offer on 4958 Oak Ave, Cumming, GA expires at 5pm today, can you confirm acceptance??","4958 Oak Ave, Cumming, GA",Forsyth,,buy_sell,buyer_lead,P0,Fabi
EM-0835,email,2026-04-20T19:00:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0836,email,2026-05-17T03:28:00Z,Tom Romano,tom.romano18@yahoo.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0837,email,2026-03-23T11:10:00Z,Jorge Miller,jorge.miller58@yahoo.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 3028 Maple Dr, Duluth, GA","3028 Maple Dr, Duluth, GA",Gwinnett,,rent_manage,contract,P1,Noa
EM-0838,email,2026-03-30T15:39:00Z,Tom Brown,tom.brown64@icloud.com,Vendor quote,"Plumber invoice for 1173 Peachtree St, Canton, GA - approving with your sign-off.","1173 Peachtree St, Canton, GA",Cherokee,,rent_manage,vendor,P3,Noa
EM-0839,email,2026-04-27T15:31:00Z,Ryan Bell,ryan.bell83@gmail.com,Offer / deal update,"Counter-offer received on 9253 Peachtree St, Marietta, GA - they want 5k more. What do you think?","9253 Peachtree St, Marietta, GA",Cobb,,buy_sell,deal,P1,Nathalie
EM-0840,email,2026-03-27T11:23:00Z,Brian Singh,brian.singh78@yahoo.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 7718 Sycamore Blvd, Cumming, GA","7718 Sycamore Blvd, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P2,Nathalie
EM-0841,email,2026-05-15T15:40:00Z,John Romano,john.romano12@outlook.com,Contract / signature needed,"Need your signature on the addendum for 5381 Peachtree St, Canton, GA before 5pm.","5381 Peachtree St, Canton, GA",Cherokee,,buy_sell,contract,P1,Noa
EM-0842,email,2026-03-20T21:45:00Z,Kate Martinez,kate.martinez23@yahoo.com,Hey :),Dentist appointment confirmed for Tuesday 2pm.,,,,non_business,personal,P3,ARCHIVE
EM-0843,email,2026-04-09T04:55:00Z,Priya Cohen,priya.cohen91@outlook.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 9754 Willow Pkwy, Sandy Springs, GA","9754 Willow Pkwy, Sandy Springs, GA",Fulton,,rent_manage,tenant_issue,P0,Nathalie
EM-0844,email,2026-05-06T14:23:00Z,Tara Levi,tara.levi3@outlook.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0845,email,2026-04-18T05:14:00Z,Anna Nguyen,anna.nguyen69@example-mail.test,Contract / signature needed,"Need to renew the lease at 5599 Riverbend Way, Dunwoody, GA. Can you send the renewal terms?","5599 Riverbend Way, Dunwoody, GA",DeKalb,,rent_manage,contract,P2,Noa
EM-0846,email,2026-03-18T12:41:00Z,Sophie Patel,sophie.patel27@icloud.com,Urgent - apartment issue,"AC stopped cooling at 3577 Riverbend Way, Smyrna, GA. Indoor temp is 84F.","3577 Riverbend Way, Smyrna, GA",Cobb,,rent_manage,tenant_issue,P1,Nathalie
EM-0847,email,2026-05-15T04:29:00Z,Sophie Williams,sophie.williams68@icloud.com,Maintenance follow-up,"Vendor said they'd be here at 10am, no show. Can you check on them?","910 Willow Pkwy, Duluth, GA",Gwinnett,,rent_manage,maintenance,P2,Noa
EM-0848,email,2026-04-13T08:27:00Z,Nina Martinez,nina.martinez45@outlook.com,Admin / paperwork,"Insurance renewal for 3177 Riverbend Way, Lawrenceville, GA is due next month.","3177 Riverbend Way, Lawrenceville, GA",Gwinnett,,rent_manage,admin,P3,Noa
EM-0849,email,2026-04-05T21:30:00Z,Nina Adams,nina.adams42@example-mail.test,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"3636 Peachtree St, Dunwoody, GA",DeKalb,,rent_manage,billing,P2,Noa
EM-0850,email,2026-04-29T10:26:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0851,email,2026-04-03T00:22:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0852,email,2026-04-07T11:39:00Z,Maria Johnson,maria.johnson72@gmail.com,Maintenance follow-up,"Light bulb in the hallway burned out, no rush.","5156 Birch Ct, Canton, GA",Cherokee,,rent_manage,maintenance,P3,Noa
EM-0853,email,2026-05-13T11:49:00Z,Tara Martinez,tara.martinez42@icloud.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0854,email,2026-05-02T01:43:00Z,Tom Romano,tom.romano35@example-mail.test,Maintenance follow-up,"Vendor said they'd be here at 10am, no show. Can you check on them?","1249 Maple Dr, Atlanta, GA",Fulton,,rent_manage,maintenance,P2,Noa
EM-0855,email,2026-05-06T16:15:00Z,Maria Miller,maria.miller67@example-mail.test,Offer / deal update,"Appraisal came in at $620k for 1073 Pine Rd, Canton, GA. Numbers look good.","1073 Pine Rd, Canton, GA",Cherokee,,buy_sell,deal,P2,Nathalie
EM-0856,email,2026-05-02T18:32:00Z,Ethan Patel,ethan.patel3@gmail.com,Document request,Lender needs proof of homeowners insurance by end of day.,"7334 Maple Dr, Smyrna, GA",Cobb,,buy_sell,document,P1,Noa
EM-0857,email,2026-05-02T05:54:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0858,email,2026-05-04T20:20:00Z,Definitely Not A Scam,win897@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0859,email,2026-04-24T05:10:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0860,email,2026-05-02T07:59:00Z,Hannah Romano,hannah.romano4@icloud.com,Question about your listing,"Hi, I saw the listing at 8021 Willow Pkwy, Duluth, GA. Is it still available? I'd love a tour this weekend.","8021 Willow Pkwy, Duluth, GA",Gwinnett,,buy_sell,buyer_lead,P2,Fabi
EM-0861,email,2026-04-14T22:10:00Z,Jorge Brown,jorge.brown40@icloud.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 6827 Riverbend Way, Canton, GA!!","6827 Riverbend Way, Canton, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0862,email,2026-05-10T00:17:00Z,Ethan Miller,ethan.miller85@outlook.com,Selling our home,Considering listing the property in Gwinnett - can we schedule a CMA?,"2140 Maple Dr, Sugar Hill, GA",Gwinnett,,buy_sell,seller_lead,P2,Fabi
EM-0863,email,2026-04-04T06:50:00Z,Priya Levi,priya.levi62@icloud.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"8891 Sycamore Blvd, Cumming, GA",Forsyth,,buy_sell,contract,P2,Noa
EM-0864,email,2026-04-29T11:41:00Z,Emily Nguyen,emily.nguyen45@yahoo.com,Question about your listing,"Hi, I saw the listing at 6058 Peachtree St, Cumming, GA. Is it still available? I'd love a tour this weekend.","6058 Peachtree St, Cumming, GA",Forsyth,,buy_sell,buyer_lead,P2,Fabi
EM-0865,email,2026-03-29T06:24:00Z,Priya Levi,priya.levi96@outlook.com,Document request,Lender needs proof of homeowners insurance by end of day.,"9659 Willow Pkwy, Lawrenceville, GA",Gwinnett,,buy_sell,document,P1,Noa
EM-0866,email,2026-04-18T19:49:00Z,Linda Rodriguez,linda.rodriguez82@icloud.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0867,email,2026-04-26T23:25:00Z,Definitely Not A Scam,win591@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0868,email,2026-04-27T12:06:00Z,Tom Bell,tom.bell89@yahoo.com,Vendor quote,"Plumber invoice for 144 Maple Dr, Canton, GA - approving with your sign-off.","144 Maple Dr, Canton, GA",Cherokee,,rent_manage,vendor,P3,Noa
EM-0869,email,2026-05-10T22:50:00Z,Aaron Park,aaron.park45@icloud.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0870,email,2026-04-09T06:02:00Z,Definitely Not A Scam,win670@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0871,email,2026-04-01T11:28:00Z,Definitely Not A Scam,win409@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0872,email,2026-04-12T20:15:00Z,Lisa Garcia,lisa.garcia59@example-mail.test,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0873,email,2026-04-22T07:56:00Z,Ethan Johnson,ethan.johnson28@example-mail.test,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","8851 Magnolia Ln, Smyrna, GA",Cobb,,rent_manage,admin,P3,Noa
EM-0874,email,2026-04-07T08:22:00Z,Maria Martinez,maria.martinez89@example-mail.test,Offer / deal update,"Appraisal came in at $620k for 5800 Pine Rd, Duluth, GA. Numbers look good.","5800 Pine Rd, Duluth, GA",Gwinnett,,buy_sell,deal,P2,Nathalie
EM-0875,email,2026-03-23T15:31:00Z,Sam Nguyen,sam.nguyen42@gmail.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0876,email,2026-05-09T04:51:00Z,Anna Adams,anna.adams9@example-mail.test,Calendar question,"Can we set up a walkthrough next Tuesday for the move-out at 8313 Cedar Trail, Kennesaw, GA?","8313 Cedar Trail, Kennesaw, GA",Cobb,,rent_manage,scheduling,P2,Noa
EM-0877,email,2026-04-14T04:24:00Z,Emily Garcia,emily.garcia4@icloud.com,Offer / deal update,"Appraisal came in at $620k for 5347 Maple Dr, Decatur, GA. Numbers look good.","5347 Maple Dr, Decatur, GA",DeKalb,,buy_sell,deal,P2,Nathalie
EM-0878,email,2026-03-28T02:23:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0879,email,2026-03-25T15:23:00Z,Pavel Levi,pavel.levi77@example-mail.test,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"8705 Riverbend Way, Dunwoody, GA",DeKalb,,buy_sell,contract,P2,Noa
EM-0880,email,2026-05-09T09:49:00Z,Maria Johnson,maria.johnson9@icloud.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 6246 Magnolia Ln, Duluth, GA","6246 Magnolia Ln, Duluth, GA",Gwinnett,,rent_manage,contract,P1,Noa
EM-0881,email,2026-04-27T01:39:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0882,email,2026-04-12T15:25:00Z,Linda Cohen,linda.cohen44@outlook.com,Offer / deal update,"Appraisal came in at $620k for 8828 Cedar Trail, Cumming, GA. Numbers look good.","8828 Cedar Trail, Cumming, GA",Forsyth,,buy_sell,deal,P2,Nathalie
EM-0883,email,2026-05-05T08:07:00Z,Emily Williams,emily.williams48@yahoo.com,Selling our home,Considering listing the property in Cobb - can we schedule a CMA?,"8893 Riverbend Way, Marietta, GA",Cobb,,buy_sell,seller_lead,P2,Fabi
EM-0884,email,2026-03-22T20:56:00Z,Ryan Johnson,ryan.johnson2@outlook.com,Document request,"Could you send me the seller's disclosure for 7475 Maple Dr, Marietta, GA (MLS MLS-7803692)?","7475 Maple Dr, Marietta, GA",Cobb,MLS-7803692,buy_sell,document,P2,Noa
EM-0885,email,2026-04-18T09:14:00Z,Pavel Khan,pavel.khan95@example-mail.test,Offer / deal update,"Appraisal came in at $620k for 1830 Peachtree St, Sandy Springs, GA. Numbers look good.","1830 Peachtree St, Sandy Springs, GA",Fulton,,buy_sell,deal,P2,Nathalie
EM-0886,email,2026-03-19T20:56:00Z,Definitely Not A Scam,win116@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0887,email,2026-03-19T02:48:00Z,Definitely Not A Scam,win383@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0888,email,2026-03-26T00:13:00Z,Priya Bell,priya.bell56@gmail.com,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"8020 Magnolia Ln, Duluth, GA",Gwinnett,,buy_sell,deal,P1,Nathalie
EM-0889,email,2026-03-25T16:06:00Z,Definitely Not A Scam,win199@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0890,email,2026-03-20T15:45:00Z,Jorge Bell,jorge.bell76@icloud.com,Showing time change,"I'm at 5132 Riverbend Way, Woodstock, GA but the door is locked. Are you on the way?","5132 Riverbend Way, Woodstock, GA",Cherokee,,buy_sell,showing,P1,Fabi
EM-0891,email,2026-04-01T01:53:00Z,Pavel Nguyen,pavel.nguyen84@yahoo.com,Admin / paperwork,"Insurance renewal for 644 Oak Ave, Cumming, GA is due next month.","644 Oak Ave, Cumming, GA",Forsyth,,rent_manage,admin,P3,Noa
EM-0892,email,2026-03-28T23:35:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
